index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt	Opt7	Opt7Relative
39	390	45.63157894736842	1089.5263157894738	0.74690470373273	0.548694688940782	-0.048323934837092734	-0.9321849064929828
40	400	45.526315789473685	1083.7894736842106	0.7453878285746306	0.5508876713969224	-0.04350720551378446	-0.938944433641575
41	410	45.578947368421055	1095.6842105263158	0.7452159109906492	0.5484851206514579	-0.05263157894736842	-0.9261398009129406
42	420	45.578947368421055	1095.6842105263158	0.7452159109906492	0.5484851206514579	-0.05263157894736842	-0.9261398009129406
43	430	45.578947368421055	1095.6842105263158	0.7452159109906492	0.5484851206514579	-0.05263157894736842	-0.9261398009129406
44	440	45.578947368421055	1098.9473684210527	0.7467108010733697	0.5480210765822404	-0.055059523809523794	-0.922732559586008
45	450	45.578947368421055	1100.1052631578948	0.7448520015913932	0.547856415783486	-0.05592105263157895	-0.9215235384699995
46	460	45.578947368421055	1100.1052631578948	0.7448520015913932	0.547856415783486	-0.05592105263157895	-0.9215235384699995
47	470	45.578947368421055	1100.1052631578948	0.7448520015913932	0.547856415783486	-0.05592105263157895	-0.9215235384699995
48	480	45.578947368421055	1100.1052631578948	0.7448520015913932	0.547856415783486	-0.05592105263157895	-0.9215235384699995
49	490	45.578947368421055	1100.1052631578948	0.7448520015913932	0.547856415783486	-0.05592105263157895	-0.9215235384699995
50	500	45.526315789473685	1102.8947368421052	0.7440410408944289	0.5481258607269025	-0.05772243107769424	-0.9189955852274365
51	510	45.526315789473685	1102.8947368421052	0.7440410408944289	0.5481258607269025	-0.05772243107769424	-0.9189955852274365
52	520	45.578947368421055	1116.8947368421052	0.7477864393031385	0.5454089575474522	-0.06841322055137844	-0.9039927322878776
53	530	45.578947368421055	1116.8947368421052	0.7477864393031385	0.5454089575474522	-0.06841322055137844	-0.9039927322878776
54	540	45.578947368421055	1116.8947368421052	0.7477864393031385	0.5454089575474522	-0.06841322055137844	-0.9039927322878776
55	550	45.578947368421055	1116.8947368421052	0.7477864393031385	0.5454089575474522	-0.06841322055137844	-0.9039927322878776
56	560	45.578947368421055	1116.8947368421052	0.7477864393031385	0.5454089575474522	-0.06841322055137844	-0.9039927322878776
57	570	45.21052631578947	1103.0	0.7458138337216388	0.5521974732051973	-0.05615601503759399	-0.9211938054383609
58	580	45.21052631578947	1103.0	0.7458138337216388	0.5521974732051973	-0.05615601503759399	-0.9211938054383609
59	590	45.21052631578947	1103.0	0.7458138337216388	0.5521974732051973	-0.05615601503759399	-0.9211938054383609
60	600	45.21052631578947	1105.3157894736842	0.7462321946896486	0.5518681516076882	-0.05787907268170427	-0.9187757632063441
