index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt	Opt7	Opt7Relative
1	10	55.36842105263158	1091.6842105263158	0.6828182438118298	0.40735584695527205	-0.1006422305764411	-0.8587643514481084
2	20	50.473684210526315	1010.3157894736842	0.7236932952907494	0.4932414226693013	-0.014606829573934846	-0.9795015965331301
3	30	49.8421052631579	1023.8947368421053	0.737171395308094	0.500366744506317	-0.021420739348370937	-0.969939338615609
4	40	48.8421052631579	1025.3684210526317	0.7378219108752845	0.5145649961080176	-0.01730889724310779	-0.9757096666692856
5	50	48.526315789473685	1029.8947368421052	0.7374945371899676	0.5183821328064188	-0.01903195488721806	-0.9732916244372688
6	60	48.36842105263158	1034.2105263157894	0.735753746095678	0.5199464103945871	-0.021420739348370937	-0.9699393386156092
7	70	48.1578947368421	1051.157894736842	0.7444942842680827	0.5204104544638045	-0.032933897243107794	-0.9537824200653149
8	80	47.68421052631579	1057.2631578947369	0.7424669353976455	0.52586671456799	-0.03500939849624062	-0.9508697782858401
9	90	47.473684210526315	1063.578947368421	0.7434023947964024	0.5278725824800911	-0.0386121553884712	-0.9458138718007141
10	100	47.31578947368421	1070.0526315789473	0.7430078361614214	0.5290850847254657	-0.042606516290726835	-0.9402084102628568
11	110	47.0	1078.5263157894738	0.7440434287525177	0.5321013711753787	-0.04726660401002508	-0.9336687051353569
12	120	46.94736842105263	1078.1052631578948	0.7426114011471107	0.5328722830968206	-0.04667919799498749	-0.9344930377144536
13	130	46.68421052631579	1091.157894736842	0.7452899630928503	0.5346760673013591	-0.055020363408521324	-0.9227875150912813
14	140	46.473684210526315	1092.2105263157894	0.746415581235814	0.5372657325908626	-0.054707080200501274	-0.9232271591334661
15	150	46.473684210526315	1092.2105263157894	0.746415581235814	0.5372657325908626	-0.054707080200501274	-0.9232271591334661
16	160	46.473684210526315	1092.7894736842106	0.7464541996113903	0.5371834021914854	-0.05513784461152884	-0.922622648575462
17	170	46.473684210526315	1090.2105263157894	0.7454844227356991	0.5375501466978025	-0.053218984962406034	-0.9253154683338444
18	180	46.473684210526315	1093.1052631578948	0.7473215759534333	0.537138494700916	-0.055372807017543865	-0.9222929155438233
19	190	46.473684210526315	1093.1052631578948	0.7473215759534333	0.537138494700916	-0.055372807017543865	-0.9222929155438233
20	200	46.473684210526315	1093.1052631578948	0.7473215759534333	0.537138494700916	-0.055372807017543865	-0.9222929155438233
21	210	46.421052631578945	1101.2105263157894	0.7504424192924645	0.5366819352134603	-0.06112938596491229	-0.914214456268676
22	220	46.421052631578945	1101.2105263157894	0.7504424192924645	0.5366819352134603	-0.06112938596491229	-0.914214456268676
23	230	46.31578947368421	1097.842105263158	0.7506904426570857	0.5385680498173762	-0.05807487468671681	-0.9185009856799787
24	240	46.26315789473684	1106.6842105263158	0.7530919421786466	0.5380216753487815	-0.0643796992481203	-0.909653149331008
25	250	46.26315789473684	1106.6842105263158	0.7530919421786466	0.5380216753487815	-0.0643796992481203	-0.909653149331008
26	260	46.21052631578947	1110.4736842105262	0.7522313944523689	0.5381638824022513	-0.06692512531328322	-0.9060810414882559
27	270	46.21052631578947	1110.1052631578948	0.7523762835546635	0.5382162744745823	-0.06665100250626567	-0.9064657300251676
28	280	46.05263157894737	1102.6842105263158	0.750173239975027	0.5413597988144422	-0.06030701754385964	-0.9153685218794113
29	290	46.05263157894737	1102.6842105263158	0.750173239975027	0.5413597988144422	-0.06030701754385964	-0.9153685218794113
30	300	45.94736842105263	1100.7894736842106	0.7510126865377481	0.5430662834560804	-0.05834899749373433	-0.9181162971430666
31	310	45.94736842105263	1100.7894736842106	0.7510126865377481	0.5430662834560804	-0.05834899749373433	-0.9181162971430666
32	320	45.94736842105263	1100.7894736842106	0.7510126865377481	0.5430662834560804	-0.05834899749373433	-0.9181162971430666
33	330	45.68421052631579	1089.157894736842	0.7487628727642041	0.5480510149092869	-0.04832393483709272	-0.9321849064929828
34	340	45.68421052631579	1089.157894736842	0.7487628727642041	0.5480510149092869	-0.04832393483709272	-0.9321849064929828
35	350	45.68421052631579	1089.157894736842	0.7487628727642041	0.5480510149092869	-0.04832393483709272	-0.9321849064929828
36	360	45.63157894736842	1088.0526315789473	0.7471625668629635	0.5489042572301059	-0.047227443609022556	-0.9337236606406298
37	370	45.63157894736842	1088.0526315789473	0.7471625668629635	0.5489042572301059	-0.047227443609022556	-0.9337236606406298
38	380	45.63157894736842	1089.5263157894738	0.74690470373273	0.548694688940782	-0.048323934837092734	-0.9321849064929828
