index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt	Opt7	Opt7Relative
1	10	47.526315789473685	705.8421052631579	0.6145247429839568	0.5776300820310162	0.2272869674185464	-1.3189617526051283
2	20	43.73684210526316	531.9473684210526	0.6237944893591979	0.6519968864139872	0.37640977443609025	-1.5282323166851295
3	30	42.473684210526315	524.7368421052631	0.6222800398068682	0.6686800191605294	0.38835369674185466	-1.5449937457934277
4	40	42.21052631578947	523.7368421052631	0.6213158935748307	0.6720331117897134	0.39046835839599003	-1.547961343078176
5	50	41.73684210526316	515.0526315789474	0.63203551351541	0.6788590503562663	0.3993969298245614	-1.5604911982804446
6	60	41.473684210526315	513.0	0.637427432076698	0.6822420813124964	0.40229479949874686	-1.564557905670655
7	70	41.421052631578945	517.9473684210526	0.6381252664678899	0.682144781749596	0.3988878446115288	-1.5597767767118944
8	80	41.10526315789474	511.10526315789474	0.6340189318240816	0.6868301299323395	0.40562343358395986	-1.5692291236188696
9	90	41.05263157894737	517.0526315789474	0.6381694753473987	0.6866055924794924	0.4014724310776942	-1.5634038400599202
10	100	41.0	520.5263157894736	0.6383743180100215	0.6867477995329623	0.3991619674185463	-1.5601614652488067
11	110	40.89473684210526	516.2631578947369	0.6385477827200444	0.6885815220645471	0.40288220551378445	-1.565382238249752
12	120	40.89473684210526	512.8947368421053	0.6388721475513689	0.6890605352972877	0.40538847117794485	-1.5688993905872308
13	130	40.78947368421053	509.5263157894737	0.6332185820322097	0.690767019938926	0.40844298245614036	-1.5731859199985334
14	140	40.63157894736842	510.2105263157895	0.6328891653119959	0.692443566253518	0.40875626566416046	-1.5736255640407182
15	150	40.526315789473685	512.578947368421	0.6299573104476925	0.6933492006466679	0.4075422932330827	-1.571921943377252
16	160	40.526315789473685	515.0526315789474	0.6289604505780984	0.6929974253038742	0.4057017543859649	-1.5693390346294158
17	170	40.526315789473685	515.9473684210526	0.6297493147870061	0.6928701874139275	0.4050360275689224	-1.568404791039773
18	180	40.473684210526315	515.7368421052631	0.636316712512751	0.6935213460271841	0.4054667919799499	-1.5690093015977773
19	190	40.36842105263158	515.0526315789474	0.6375837170517527	0.6948311478354592	0.40652412280701755	-1.5704931002401512
20	200	40.36842105263158	515.0526315789474	0.6375837170517527	0.6948311478354592	0.40652412280701755	-1.5704931002401512
21	210	40.21052631578947	514.3684210526316	0.6393108480608382	0.696717262439375	0.4078555764411027	-1.572361587419437
22	220	40.1578947368421	510.2105263157895	0.6413450320306499	0.6979297646847495	0.41122337092731825	-1.5770877608729243
23	230	40.1578947368421	506.89473684210526	0.6406955526120223	0.6984012933357286	0.4136904761904761	-1.58054995770513
24	240	40.10526315789474	506.8421052631579	0.6385331740072565	0.6990000598766543	0.4140037593984962	-1.580989601747315
25	250	40.10526315789474	506.8421052631579	0.6385331740072565	0.6990000598766543	0.4140037593984962	-1.580989601747315
