index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt	Opt7	Opt7Relative
1	10	52.1578947368421	838.6315789473684	0.6319604458242173	0.4922983653673432	0.1043624686716792	-1.146456421552837
2	20	46.73684210526316	782.0526315789474	0.6452685256014965	0.5776525357763008	0.1746945488721805	-1.2451565090233419
3	30	45.89473684210526	775.6315789473684	0.6501642292017302	0.5897925273935692	0.18385808270676693	-1.2580160972572498
4	40	45.73684210526316	775.8947368421053	0.6492598956050696	0.5918433027962396	0.18448464912280702	-1.2588953853416194
5	50	45.421052631578945	769.7894736842105	0.648949283145067	0.5967980959223999	0.19067199248120298	-1.2675783551747708
6	60	44.89473684210526	764.2631578947369	0.6577988583627675	0.604439853900964	0.1975250626566416	-1.277195568597565
7	70	44.68421052631579	759.1578947368421	0.6556688242706379	0.6078303694389557	0.20242011278195488	-1.2840650067567037
8	80	44.473684210526315	754.4736842105264	0.6516742411256246	0.6111610083228549	0.20700187969924813	-1.2904948008736574
9	90	44.31578947368421	750.7368421052631	0.6503474697246235	0.6137357044488354	0.21060463659147868	-1.2955507073587835
10	100	44.26315789473684	749.0	0.6513917055815072	0.6146488234237472	0.2121710526315789	-1.2977489275697078
11	110	44.05263157894737	748.3684210526316	0.6545365664410662	0.6174181186755286	0.21373746867167917	-1.2999471477806324
12	120	44.0	748.6842105263158	0.6595360408587707	0.6180692772887851	0.21377662907268172	-1.3000021032859053
13	130	43.94736842105263	748.7368421052631	0.6572653870849701	0.6187428896473266	0.2140115914786967	-1.300331836317544
14	140	43.78947368421053	738.5263157894736	0.6541840577314499	0.6221932818394108	0.2224310776942355	-1.3121472699512626
15	150	43.73684210526316	740.1578947368421	0.6566455669099195	0.6226124184180588	0.22149122807017532	-1.310828337824708
16	160	43.68421052631579	744.8947368421053	0.6553234487769266	0.6226049338362972	0.21824091478696736	-1.30626703088704
17	170	43.578947368421055	749.6315789473684	0.6555788841700294	0.6232486078677923	0.2152647243107769	-1.3020904124862838
18	180	43.473684210526315	755.2631578947369	0.6580736404219065	0.6237351056822945	0.21162280701754385	-1.2969795504958845
19	190	43.473684210526315	755.2631578947369	0.6580736404219065	0.6237351056822945	0.21162280701754385	-1.2969795504958845
20	200	43.31578947368421	753.9473684210526	0.6589493432285172	0.6258756960661039	0.21342418546365916	-1.2995075037384476
21	210	43.31578947368421	753.9473684210526	0.6589493432285172	0.6258756960661039	0.21342418546365916	-1.2995075037384476
22	220	43.31578947368421	756.6315789473684	0.6586352578836673	0.6254939823962637	0.2114270050125313	-1.296704772969519
23	230	43.21052631578947	753.578947368421	0.6593959099164417	0.6272154362014252	0.21424655388471178	-1.3006615693491828
24	240	43.1578947368421	759.7368421052631	0.6586542087038886	0.6269908987485779	0.20993890977443608	-1.2946164637691409
25	250	43.1578947368421	759.7368421052631	0.6586542087038886	0.6269908987485779	0.20993890977443608	-1.2946164637691409
26	260	42.73684210526316	762.9473684210526	0.6597102119554419	0.631578947368421	0.2097431077694236	-1.294341686242775
27	270	42.78947368421053	758.8421052631579	0.6617250065720718	0.63152655529609	0.21252349624060152	-1.298243527117166
28	280	42.73684210526316	756.421052631579	0.6626989040289359	0.632522004670379	0.21459899749373434	-1.3011561688966404
29	290	42.73684210526316	758.3157894736842	0.6625755336428129	0.6322525597269624	0.21318922305764412	-1.2991777707068084
30	300	42.68421052631579	758.4736842105264	0.6613902693208314	0.6328662954314113	0.21334586466165414	-1.2993975927279013
31	310	42.63157894736842	761.7894736842105	0.6644924714377196	0.632941141249027	0.2111528822055138	-1.2963200844326068
32	320	42.63157894736842	765.0	0.6614179950943395	0.6324845817615711	0.2087640977443609	-1.2929677986109473
33	330	42.63157894736842	765.0	0.6614179950943395	0.6324845817615711	0.2087640977443609	-1.2929677986109473
34	340	42.63157894736842	765.0	0.6614179950943395	0.6324845817615711	0.2087640977443609	-1.2929677986109473
35	350	42.578947368421055	766.6842105263158	0.6621084441740404	0.6328812645949344	0.2077850877192982	-1.2915939109791197
36	360	42.526315789473685	767.6842105263158	0.6626814394293546	0.6333602778276749	0.20731516290726815	-1.290934444915842
37	370	42.473684210526315	769.9473684210526	0.6613056768189234	0.633674630261661	0.20590538847117792	-1.28895604672601
38	380	42.473684210526315	769.9473684210526	0.6613056768189234	0.633674630261661	0.20590538847117792	-1.28895604672601
39	390	42.473684210526315	769.9473684210526	0.6613056768189234	0.633674630261661	0.20590538847117792	-1.28895604672601
40	400	42.36842105263158	769.4736842105264	0.665455448346634	0.634999401233459	0.20680607769423553	-1.2902200233472918
41	410	42.36842105263158	769.4736842105264	0.665455448346634	0.634999401233459	0.20680607769423553	-1.2902200233472918
42	420	42.1578947368421	767.6842105263158	0.6644928948009511	0.6377686964852404	0.20923402255639095	-1.2936272646742246
43	430	42.1578947368421	767.6842105263158	0.6644928948009511	0.6377686964852404	0.20923402255639095	-1.2936272646742246
44	440	42.1578947368421	767.6842105263158	0.6644928948009511	0.6377686964852404	0.20923402255639095	-1.2936272646742246
45	450	42.1578947368421	766.7368421052631	0.6629063857014817	0.6379034189569487	0.20993890977443605	-1.2946164637691406
46	460	42.1578947368421	766.7368421052631	0.6629063857014817	0.6379034189569487	0.20993890977443605	-1.2946164637691406
47	470	42.1578947368421	766.7368421052631	0.6629063857014817	0.6379034189569487	0.20993890977443605	-1.2946164637691406
48	480	42.1578947368421	766.7368421052631	0.6629063857014817	0.6379034189569487	0.20993890977443605	-1.2946164637691406
49	490	42.10526315789474	762.6842105263158	0.6607131858261642	0.6391159212023233	0.21322838345864656	-1.2992327262120817
50	500	42.10526315789474	762.6842105263158	0.6607131858261642	0.6391159212023233	0.21322838345864656	-1.2992327262120817
51	510	42.0	758.1052631578947	0.6602187188535314	0.6410544278785701	0.21718358395989973	-1.3047832322446657
52	520	42.0	758.1052631578947	0.6602187188535314	0.6410544278785701	0.21718358395989973	-1.3047832322446657
53	530	42.0	758.1052631578947	0.6602187188535314	0.6410544278785701	0.21718358395989973	-1.3047832322446657
54	540	42.0	758.1052631578947	0.6602187188535314	0.6410544278785701	0.21718358395989973	-1.3047832322446657
55	550	42.0	758.1052631578947	0.6602187188535314	0.6410544278785701	0.21718358395989973	-1.3047832322446657
56	560	41.94736842105263	756.421052631579	0.661218318312847	0.6419151547811508	0.21871083959899745	-1.3069264969503172
57	570	41.94736842105263	760.8947368421053	0.663737806132438	0.6412789653314173	0.21538220551378442	-1.3022552790021027
58	580	41.94736842105263	764.578947368421	0.6652605940055024	0.6407550446081073	0.21264097744360902	-1.298408393632985
59	590	41.94736842105263	770.421052631579	0.6670482090001361	0.6399242560325729	0.20829417293233082	-1.2923083325476699
60	600	41.94736842105263	770.421052631579	0.6670482090001361	0.6399242560325729	0.20829417293233082	-1.2923083325476699
