index_time	timeout	AvgRoleNumber	AvgAssignments	Similarity	Opt	Opt7	Opt7Relative
1	10	56.578947368421055	1060.5263157894738	0.68809529750415	0.39124154242260945	-0.08376409774436089	-0.8824501742208185
2	20	52.31578947368421	1071.6842105263158	0.7345269436986103	0.4568888090533501	-0.0698621553884712	-0.9019593785927724
3	30	51.8421052631579	1132.0	0.7548280092770859	0.45523471648404285	-0.11227286967418548	-0.8424425663819947
4	40	51.421052631578945	1157.5263157894738	0.762763761002981	0.45801149631758575	-0.1290726817042607	-0.8188666546198305
5	50	50.526315789473685	1139.3157894736842	0.7569619611052698	0.47382641757978566	-0.11086309523809525	-0.8444209645718267
6	60	50.421052631578945	1141.842105263158	0.7582926747665187	0.4748293515358362	-0.11219454887218046	-0.8425524773925408
7	70	50.68421052631579	1174.157894736842	0.7663258876888767	0.4662744745823602	-0.13760964912280702	-0.8068863544702928
8	80	50.05263157894737	1180.5263157894738	0.7622470153762793	0.47441021495718816	-0.13905858395989976	-0.8048530007751877
9	90	49.94736842105263	1182.5263157894738	0.7635516523753149	0.4752634572780073	-0.1399984335839599	-0.8035340686486331
10	100	50.473684210526315	1204.842105263158	0.7645172136034935	0.46466528950362257	-0.15934367167919797	-0.7763860490437169
11	110	50.421052631578945	1235.842105263158	0.7809717769221379	0.46044398539009646	-0.18213502506265666	-0.7444019449747671
12	120	50.78947368421053	1246.4736842105262	0.7817170778555874	0.45377522304053647	-0.1919642857142857	-0.7306081131512167
13	130	50.8421052631579	1275.1052631578948	0.7906922242131716	0.4483638704269205	-0.21354166666666663	-0.700327629745733
14	140	51.1578947368421	1294.578947368421	0.7958262471416798	0.4411038261181965	-0.2296757518796993	-0.6776859615732119
15	150	51.1578947368421	1294.578947368421	0.7958262471416798	0.4411038261181965	-0.2296757518796993	-0.6776859615732119
16	160	51.36842105263158	1299.3684210526317	0.796766591576331	0.4374887731273576	-0.2343358395989976	-0.6711462564457119
17	170	51.526315789473685	1306.1052631578948	0.7993536991451764	0.4347119932938148	-0.2401707393483709	-0.6629578861600186
18	180	51.526315789473685	1306.1052631578948	0.7993536991451764	0.4347119932938148	-0.2401707393483709	-0.6629578861600186
19	190	51.31578947368421	1302.3157894736842	0.7993824479331874	0.4381848392311837	-0.23625469924812034	-0.6684534366873297
20	200	51.31578947368421	1302.3157894736842	0.7993824479331874	0.4381848392311837	-0.23625469924812034	-0.6684534366873297
21	210	51.31578947368421	1302.3157894736842	0.7993824479331874	0.4381848392311837	-0.23625469924812034	-0.6684534366873297
